theme,airline,count,share_within_theme_pct
refund difficulty,Hong Kong Airlines,3,0.2
refund difficulty,Jetstar Asia,3,0.2
refund difficulty,Lion Air,3,0.2
refund difficulty,Malaysia Airlines,3,0.2
refund difficulty,Meridiana,3,0.2
refund difficulty,Onur Air,3,0.2
refund difficulty,Openskies,3,0.2
refund difficulty,Sas Scandinavian Airlines,3,0.2
refund difficulty,Sata Internacional,3,0.2
refund difficulty,Silkair,3,0.2
refund difficulty,Swiss International Air Lines,3,0.2
refund difficulty,Thai Airways,3,0.2
refund difficulty,Transavia,3,0.2
refund difficulty,United,3,0.2
refund difficulty,Xl Airways France,3,0.2
refund difficulty,Aegean Airlines,2,0.13
refund difficulty,Aeroflot Russian Airlines,2,0.13
refund difficulty,Air India,2,0.13
refund difficulty,Air Namibia,2,0.13
refund difficulty,Air Seychelles,2,0.13
refund difficulty,Airasia Zest,2,0.13
refund difficulty,Arik Air,2,0.13
refund difficulty,Aurigny Air,2,0.13
refund difficulty,Azul Linhas Aereas Brasileiras,2,0.13
refund difficulty,Bangkok Airways,2,0.13
refund difficulty,Biman Bangladesh,2,0.13
refund difficulty,Blue Islands,2,0.13
refund difficulty,Bmi Regional,2,0.13
refund difficulty,Carpatair,2,0.13
refund difficulty,Copa Airlines,2,0.13
refund difficulty,Dragonair,2,0.13
refund difficulty,Firefly,2,0.13
refund difficulty,Gol,2,0.13
refund difficulty,Gulf Air,2,0.13
refund difficulty,Hainan Airlines,2,0.13
refund difficulty,Indigo Airlines,2,0.13
refund difficulty,Iran Air,2,0.13
refund difficulty,Japan Airlines,2,0.13
refund difficulty,Kenya Airways,2,0.13
refund difficulty,Mahan Air,2,0.13
refund difficulty,Royal Jordanian Airlines,2,0.13
refund difficulty,S7 Siberia Airlines,2,0.13
refund difficulty,Sata Air Azores,2,0.13
refund difficulty,Skymark Airlines,2,0.13
refund difficulty,Smartwings,2,0.13
refund difficulty,Vlm Airlines,2,0.13
refund difficulty,Volaris,2,0.13
refund difficulty,Wow Air,2,0.13
refund difficulty,Adria Airways,1,0.07
refund difficulty,Air Bagan,1,0.07
refund difficulty,Air Blue,1,0.07
refund difficulty,Air Botswana,1,0.07
refund difficulty,Air Caraibes,1,0.07
refund difficulty,Air Madagascar,1,0.07
refund difficulty,Air Mauritius,1,0.07
refund difficulty,Air Zimbabwe,1,0.07
refund difficulty,Airnorth,1,0.07
refund difficulty,American Eagle,1,0.07
refund difficulty,Arkefly,1,0.07
refund difficulty,Asiana Airlines,1,0.07
refund difficulty,Asky Airlines,1,0.07
refund difficulty,Blue Air,1,0.07
refund difficulty,Bulgaria Air,1,0.07
refund difficulty,Csa Czech Airlines,1,0.07
refund difficulty,El Al Israel Airlines,1,0.07
refund difficulty,Estonian Air,1,0.07
refund difficulty,Free Bird,1,0.07
refund difficulty,Goair,1,0.07
refund difficulty,Hong Kong,1,0.07
refund difficulty,Hop,1,0.07
refund difficulty,Horizon Air,1,0.07
refund difficulty,Insel Air,1,0.07
refund difficulty,Interjet,1,0.07
refund difficulty,Island,1,0.07
refund difficulty,Israir Airlines,1,0.07
refund difficulty,Jazeera Airways,1,0.07
refund difficulty,Karthago Airlines,1,0.07
refund difficulty,Lucky Air,1,0.07
refund difficulty,Martinair,1,0.07
refund difficulty,Mokulele Airlines,1,0.07
refund difficulty,Nok Air,1,0.07
refund difficulty,Olympic Air,1,0.07
refund difficulty,Oman Air,1,0.07
refund difficulty,Orient Thai,1,0.07
refund difficulty,Pal Express,1,0.07
refund difficulty,Pia Pakistan International Airlines,1,0.07
refund difficulty,Qantaslink,1,0.07
refund difficulty,Rossiya Airlines,1,0.07
refund difficulty,Safi Airways,1,0.07
refund difficulty,Santa Barbara,1,0.07
refund difficulty,Shandong Airlines,1,0.07
refund difficulty,Sun Country Airlines,1,0.07
refund difficulty,Surinam Airways,1,0.07
refund difficulty,Syrianair,1,0.07
refund difficulty,Taca,1,0.07
refund difficulty,Tame,1,0.07
refund difficulty,Thomas Cook Airlines Scandinavia,1,0.07
refund difficulty,Transasia Airways,1,0.07
refund difficulty,Turkmenistan Airlines,1,0.07
refund difficulty,Ukraine International Airlines,1,0.07
refund difficulty,Uzbekistan Airways,1,0.07
staff helpfulness,British Airways,127,2.23
staff helpfulness,Lufthansa,104,1.83
staff helpfulness,United Airlines,104,1.83
staff helpfulness,Qantas Airways,98,1.72
staff helpfulness,Emirates,95,1.67
staff helpfulness,Jet Airways,95,1.67
staff helpfulness,Easyjet,88,1.55
staff helpfulness,Aer Lingus,87,1.53
staff helpfulness,Ryanair,82,1.44
staff helpfulness,China Southern Airlines,74,1.3
staff helpfulness,Spirit Airlines,74,1.3
staff helpfulness,Qatar Airways,70,1.23
staff helpfulness,Klm Royal Dutch Airlines,69,1.21
staff helpfulness,Singapore Airlines,69,1.21
staff helpfulness,Korean Air,67,1.18
staff helpfulness,American Airlines,66,1.16
staff helpfulness,Cathay Pacific Airways,65,1.14
staff helpfulness,Iberia,65,1.14
staff helpfulness,Turkish Airlines,65,1.14
staff helpfulness,Virgin Atlantic Airways,65,1.14
staff helpfulness,Air France,64,1.13
staff helpfulness,Asiana Airlines,63,1.11
staff helpfulness,Malaysia Airlines,63,1.11
staff helpfulness,Air Canada,62,1.09
staff helpfulness,Etihad Airways,62,1.09
staff helpfulness,Air Canada Rouge,59,1.04
staff helpfulness,Norwegian,59,1.04
staff helpfulness,Finnair,58,1.02
staff helpfulness,Eva Air,57,1.0
staff helpfulness,Alitalia,54,0.95
staff helpfulness,Delta Air Lines,54,0.95
staff helpfulness,Jetstar Airways,54,0.95
staff helpfulness,Garuda Indonesia,53,0.93
staff helpfulness,Jet2 Com,53,0.93
staff helpfulness,Virgin Australia,53,0.93
staff helpfulness,Swiss International Air Lines,52,0.91
staff helpfulness,Thomas Cook Airlines,52,0.91
staff helpfulness,Monarch Airlines,48,0.84
staff helpfulness,Us Airways,48,0.84
staff helpfulness,Allegiant Air,47,0.83
staff helpfulness,Thai Airways,47,0.83
staff helpfulness,Aegean Airlines,45,0.79
staff helpfulness,Aeroflot Russian Airlines,44,0.77
staff helpfulness,Air Transat,44,0.77
staff helpfulness,Sas Scandinavian Airlines,44,0.77
staff helpfulness,Royal Brunei Airlines,43,0.76
staff helpfulness,Tap Portugal,43,0.76
staff helpfulness,Bangkok Airways,42,0.74
staff helpfulness,South African Airways,42,0.74
staff helpfulness,Jetblue Airways,41,0.72
staff helpfulness,Southwest Airlines,41,0.72
staff helpfulness,Air India,40,0.7
staff helpfulness,Austrian Airlines,40,0.7
staff helpfulness,Thomson Airways,39,0.69
staff helpfulness,Virgin America,39,0.69
staff helpfulness,Air Astana,38,0.67
staff helpfulness,Air Berlin,38,0.67
staff helpfulness,Air New Zealand,38,0.67
staff helpfulness,Airasia X,38,0.67
staff helpfulness,Frontier Airlines,38,0.67
staff helpfulness,Flybe,37,0.65
staff helpfulness,Icelandair,37,0.65
staff helpfulness,Brussels Airlines,36,0.63
staff helpfulness,Philippine Airlines,36,0.63
staff helpfulness,Ana All Nippon Airways,34,0.6
staff helpfulness,Hawaiian Airlines,34,0.6
staff helpfulness,Lan Airlines,34,0.6
staff helpfulness,Srilankan Airlines,34,0.6
staff helpfulness,Aeromexico,33,0.58
staff helpfulness,China Eastern Airlines,32,0.56
staff helpfulness,Gulf Air,32,0.56
staff helpfulness,Vueling Airlines,32,0.56
staff helpfulness,Sunwing Airlines,31,0.55
staff helpfulness,Airasia,29,0.51
staff helpfulness,Wizz Air,29,0.51
staff helpfulness,Kenya Airways,28,0.49
staff helpfulness,Lot Polish Airlines,28,0.49
staff helpfulness,Vietnam Airlines,28,0.49
staff helpfulness,Alaska Airlines,27,0.47
staff helpfulness,Condor Airlines,27,0.47
staff helpfulness,Csa Czech Airlines,27,0.47
staff helpfulness,Egyptair,27,0.47
staff helpfulness,Japan Airlines,27,0.47
staff helpfulness,Avianca,26,0.46
staff helpfulness,China Airlines,26,0.46
staff helpfulness,Indigo Airlines,26,0.46
staff helpfulness,Tam Airlines,25,0.44
staff helpfulness,Ethiopian Airlines,24,0.42
staff helpfulness,Oman Air,24,0.42
staff helpfulness,Scoot,24,0.42
staff helpfulness,Tigerair,24,0.42
staff helpfulness,Kuwait Airways,23,0.4
staff helpfulness,Air China,22,0.39
staff helpfulness,Saudi Arabian Airlines,21,0.37
staff helpfulness,Air Mauritius,20,0.35
staff helpfulness,Continental Airlines,20,0.35
staff helpfulness,Fiji Airways,20,0.35
staff helpfulness,Air Europa,19,0.33
staff helpfulness,Air Serbia,19,0.33
staff helpfulness,Bmi British Midland International,19,0.33
staff helpfulness,Copa Airlines,19,0.33
staff helpfulness,Dragonair,19,0.33
staff helpfulness,Pegasus Airlines,19,0.33
staff helpfulness,Pia Pakistan International Airlines,19,0.33
staff helpfulness,Silkair,19,0.33
staff helpfulness,Royal Air Maroc,17,0.3
staff helpfulness,Aerolineas Argentinas,16,0.28
staff helpfulness,Hainan Airlines,15,0.26
staff helpfulness,Tarom Romanian Airlines,15,0.26
staff helpfulness,Ukraine International Airlines,15,0.26
staff helpfulness,Royal Jordanian Airlines,14,0.25
staff helpfulness,Air Dolomiti,13,0.23
staff helpfulness,El Al Israel Airlines,13,0.23
staff helpfulness,Onur Air,13,0.23
staff helpfulness,Porter Airlines,13,0.23
staff helpfulness,Caribbean Airlines,12,0.21
staff helpfulness,Sata Internacional,12,0.21
staff helpfulness,Transavia,12,0.21
staff helpfulness,Olympic Air,11,0.19
staff helpfulness,Sun Country Airlines,11,0.19
staff helpfulness,Air Algerie,10,0.18
staff helpfulness,Air Malta,10,0.18
staff helpfulness,Air Namibia,10,0.18
staff helpfulness,Blue Islands,10,0.18
staff helpfulness,Bulgaria Air,10,0.18
staff helpfulness,Cebu Pacific,10,0.18
staff helpfulness,Germanwings,10,0.18
staff helpfulness,Sata Air Azores,10,0.18
staff helpfulness,Taca,10,0.18
staff helpfulness,Westjet,10,0.18
staff helpfulness,Air Tahiti Nui,9,0.16
staff helpfulness,Airbaltic,9,0.16
staff helpfulness,Canjet Airlines,9,0.16
staff helpfulness,Cityjet,9,0.16
staff helpfulness,Eastern Airways,9,0.16
staff helpfulness,Wow Air,9,0.16
staff helpfulness,Adria Airways,8,0.14
staff helpfulness,Air Moldova,8,0.14
staff helpfulness,Azerbaijan Airlines,8,0.14
staff helpfulness,Cubana Airlines,8,0.14
staff helpfulness,Liat,8,0.14
staff helpfulness,Shenzhen Airlines,8,0.14
staff helpfulness,Air Koryo,7,0.12
staff helpfulness,Aurigny Air,7,0.12
staff helpfulness,Hong Kong,7,0.12
staff helpfulness,Iran Air,7,0.12
staff helpfulness,Malindo Air,7,0.12
staff helpfulness,Small Planet Airlines Uab,7,0.12
staff helpfulness,Spicejet,7,0.12
staff helpfulness,American Eagle,6,0.11
staff helpfulness,Azul Linhas Aereas Brasileiras,6,0.11
staff helpfulness,Ba Cityflyer,6,0.11
staff helpfulness,Edelweiss Air,6,0.11
staff helpfulness,Flydubai,6,0.11
staff helpfulness,Lan Peru,6,0.11
staff helpfulness,Meridiana,6,0.11
staff helpfulness,Openskies,6,0.11
staff helpfulness,Sa Express,6,0.11
staff helpfulness,Smartwings,6,0.11
staff helpfulness,Tame,6,0.11
staff helpfulness,Volaris,6,0.11
staff helpfulness,Xl Airways France,6,0.11
staff helpfulness,Air Seychelles,5,0.09
staff helpfulness,Air Vanuata,5,0.09
staff helpfulness,Airasia Zest,5,0.09
staff helpfulness,Aircalin,5,0.09
staff helpfulness,Arkefly,5,0.09
staff helpfulness,Blue1,5,0.09
staff helpfulness,Estonian Air,5,0.09
staff helpfulness,Eurowings,5,0.09
staff helpfulness,Firefly,5,0.09
staff helpfulness,Hong Kong Airlines,5,0.09
staff helpfulness,Horizon Air,5,0.09
staff helpfulness,Jetstar Asia,5,0.09
staff helpfulness,Juneyao Airlines,5,0.09
staff helpfulness,Lao Airlines,5,0.09
staff helpfulness,Mea Middle East Airlines,5,0.09
staff helpfulness,Nok Air,5,0.09
staff helpfulness,Orient Thai,5,0.09
staff helpfulness,Phuket Air,5,0.09
staff helpfulness,Regional Express,5,0.09
staff helpfulness,Rwandair,5,0.09
staff helpfulness,S7 Siberia Airlines,5,0.09
staff helpfulness,Skymark Airlines,5,0.09
staff helpfulness,Surinam Airways,5,0.09
staff helpfulness,Syrianair,5,0.09
staff helpfulness,Vlm Airlines,5,0.09
staff helpfulness,Xiamen Airlines,5,0.09
staff helpfulness,Afriqiyah Airways,4,0.07
staff helpfulness,Air Memphis,4,0.07
staff helpfulness,Air Nostrum,4,0.07
staff helpfulness,Airnorth,4,0.07
staff helpfulness,Arik Air,4,0.07
staff helpfulness,Atlasjet Airlines,4,0.07
staff helpfulness,Carpatair,4,0.07
staff helpfulness,Free Bird,4,0.07
staff helpfulness,Kulula,4,0.07
staff helpfulness,Mahan Air,4,0.07
staff helpfulness,Martinair,4,0.07
staff helpfulness,Niki,4,0.07
staff helpfulness,Precision,4,0.07
staff helpfulness,Qantaslink,4,0.07
staff helpfulness,Santa Barbara,4,0.07
staff helpfulness,Skywest Airlines,4,0.07
staff helpfulness,Taag Angola Airlines,4,0.07
staff helpfulness,Tunisair,4,0.07
staff helpfulness,Air Austral,3,0.05
staff helpfulness,Air Caraibes,3,0.05
staff helpfulness,Bahamasair,3,0.05
staff helpfulness,Belavia,3,0.05
staff helpfulness,Bh Airlines,3,0.05
staff helpfulness,Biman Bangladesh,3,0.05
staff helpfulness,Blue Air,3,0.05
staff helpfulness,Corsair,3,0.05
staff helpfulness,Darwin,3,0.05
staff helpfulness,Druk Air,3,0.05
staff helpfulness,Fly540 Com,3,0.05
staff helpfulness,Gol,3,0.05
staff helpfulness,Helvetic,3,0.05
staff helpfulness,Insel Air,3,0.05
staff helpfulness,Intersky,3,0.05
staff helpfulness,Karthago Airlines,3,0.05
staff helpfulness,Lam Mozambique Airlines,3,0.05
staff helpfulness,Lion Air,3,0.05
staff helpfulness,Luxair,3,0.05
staff helpfulness,Malm Aviation,3,0.05
staff helpfulness,Mango,3,0.05
staff helpfulness,Montenegro Airlines,3,0.05
staff helpfulness,Nouvelair,3,0.05
staff helpfulness,Shandong Airlines,3,0.05
staff helpfulness,Spring,3,0.05
staff helpfulness,Transaero Airlines,3,0.05
staff helpfulness,Uzbekistan Airways,3,0.05
staff helpfulness,Vietjetair,3,0.05
staff helpfulness,Volotea,3,0.05
staff helpfulness,Yemenia,3,0.05
staff helpfulness,Aerogal Aerolineas Galapagos,2,0.04
staff helpfulness,Aerosur,2,0.04
staff helpfulness,Aigle Azur,2,0.04
staff helpfulness,Air Arabia,2,0.04
staff helpfulness,Air Bagan,2,0.04
staff helpfulness,Air Busan,2,0.04
staff helpfulness,Air India Express,2,0.04
staff helpfulness,Air Niugini,2,0.04
staff helpfulness,Air Zimbabwe,2,0.04
staff helpfulness,Avior Airlines,2,0.04
staff helpfulness,Bluexpress,2,0.04
staff helpfulness,Cambodia Angkor Airlines,2,0.04
staff helpfulness,Cayman Airways,2,0.04
staff helpfulness,Central Mountain Air,2,0.04
staff helpfulness,Comair,2,0.04
staff helpfulness,Croatia Airlines,2,0.04
staff helpfulness,Eritrean Airlines,2,0.04
staff helpfulness,Israir Airlines,2,0.04
staff helpfulness,Jazeera Airways,2,0.04
staff helpfulness,JetBlue,2,0.04
staff helpfulness,Libyan Airlines,2,0.04
staff helpfulness,Peach Aviation,2,0.04
staff helpfulness,Shanghai Airlines,2,0.04
staff helpfulness,Sky Airline,2,0.04
staff helpfulness,Spirit,2,0.04
staff helpfulness,Tuifly,2,0.04
staff helpfulness,Wideroe,2,0.04
staff helpfulness,Air Botswana,1,0.02
staff helpfulness,Air Corsica,1,0.02
staff helpfulness,Air Greenland,1,0.02
staff helpfulness,Air Macau,1,0.02
staff helpfulness,Air Madagascar,1,0.02
staff helpfulness,Air Mediterranee,1,0.02
staff helpfulness,Arkia Israeli,1,0.02
staff helpfulness,Asky Airlines,1,0.02
staff helpfulness,Avianca Brasil,1,0.02
staff helpfulness,Berjaya Air,1,0.02
staff helpfulness,Bhutan Airlines,1,0.02
staff helpfulness,Binter Canarias,1,0.02
staff helpfulness,Blue Panorama Airlines,1,0.02
staff helpfulness,Canadian North,1,0.02
staff helpfulness,Cape Air,1,0.02
staff helpfulness,Delta,1,0.02
staff helpfulness,Flynas,1,0.02
staff helpfulness,Frontier,1,0.02
staff helpfulness,Georgian Airways,1,0.02
staff helpfulness,Goair,1,0.02
staff helpfulness,Interjet,1,0.02
staff helpfulness,Island,1,0.02
staff helpfulness,Jetairfly,1,0.02
staff helpfulness,Jetstar Pacific,1,0.02
staff helpfulness,Jin Air,1,0.02
staff helpfulness,Kam Air,1,0.02
staff helpfulness,Lan Colombia,1,0.02
staff helpfulness,Loganair,1,0.02
staff helpfulness,Lucky Air,1,0.02
staff helpfulness,Miat Mongolian,1,0.02
staff helpfulness,Mokulele Airlines,1,0.02
staff helpfulness,Myanmar Airways,1,0.02
staff helpfulness,Nordavia,1,0.02
staff helpfulness,Okay Airways,1,0.02
staff helpfulness,Regent Airways,1,0.02
staff helpfulness,Safi Airways,1,0.02
staff helpfulness,Starflyer,1,0.02
staff helpfulness,Sun Express,1,0.02
staff helpfulness,Tacv Cabo,1,0.02
staff helpfulness,Tajikistan Airlines,1,0.02
staff helpfulness,Thomas Cook Airlines Scandinavia,1,0.02
staff helpfulness,Thomas Cook Belgium Airlines Customer,1,0.02
staff helpfulness,Transasia Airways,1,0.02
staff helpfulness,Turkmenistan Airlines,1,0.02
staff helpfulness,Ural Airlines,1,0.02
staff helpfulness,Yakutia Airlines,1,0.02
staff helpfulness,Yangon Airways,1,0.02
successful recovery experience,Emirates,8,5.52
successful recovery experience,American Airlines,6,4.14
successful recovery experience,British Airways,5,3.45
successful recovery experience,Tap Portugal,5,3.45
successful recovery experience,Airasia X,4,2.76
successful recovery experience,Delta,4,2.76
successful recovery experience,Lufthansa,4,2.76
successful recovery experience,Qantas Airways,4,2.76
successful recovery experience,United,4,2.76
successful recovery experience,United Airlines,4,2.76
successful recovery experience,Alaska,3,2.07
successful recovery experience,Jetstar Airways,3,2.07
successful recovery experience,Ryanair,3,2.07
successful recovery experience,Aer Lingus,2,1.38
successful recovery experience,Aeroflot Russian Airlines,2,1.38
successful recovery experience,Air Canada,2,1.38
successful recovery experience,Air Canada Rouge,2,1.38
successful recovery experience,Air New Zealand,2,1.38
successful recovery experience,Air Tahiti Nui,2,1.38
successful recovery experience,Cambodia Angkor Airlines,2,1.38
successful recovery experience,China Airlines,2,1.38
successful recovery experience,China Southern Airlines,2,1.38
successful recovery experience,Delta Air Lines,2,1.38
successful recovery experience,Dragonair,2,1.38
successful recovery experience,Easyjet,2,1.38
successful recovery experience,Frontier Airlines,2,1.38
successful recovery experience,Jet Airways,2,1.38
successful recovery experience,JetBlue,2,1.38
successful recovery experience,Lan Airlines,2,1.38
successful recovery experience,Sas Scandinavian Airlines,2,1.38
successful recovery experience,Southwest,2,1.38
successful recovery experience,Spring,2,1.38
successful recovery experience,Turkish Airlines,2,1.38
successful recovery experience,Us Airways,2,1.38
successful recovery experience,Virgin Atlantic Airways,2,1.38
successful recovery experience,Aerolineas Argentinas,1,0.69
successful recovery experience,Air Astana,1,0.69
successful recovery experience,Air Berlin,1,0.69
successful recovery experience,Air Dolomiti,1,0.69
successful recovery experience,Air Europa,1,0.69
successful recovery experience,Air India,1,0.69
successful recovery experience,Air Namibia,1,0.69
successful recovery experience,Air Serbia,1,0.69
successful recovery experience,Air Seychelles,1,0.69
successful recovery experience,Air Transat,1,0.69
successful recovery experience,Air Zimbabwe,1,0.69
successful recovery experience,Airasia,1,0.69
successful recovery experience,Airnorth,1,0.69
successful recovery experience,Austrian Airlines,1,0.69
successful recovery experience,Cathay Pacific Airways,1,0.69
successful recovery experience,Condor Airlines,1,0.69
successful recovery experience,Continental Airlines,1,0.69
successful recovery experience,Egyptair,1,0.69
successful recovery experience,Finnair,1,0.69
successful recovery experience,Gulf Air,1,0.69
successful recovery experience,Hainan Airlines,1,0.69
successful recovery experience,Hawaiian Airlines,1,0.69
successful recovery experience,Hong Kong Airlines,1,0.69
successful recovery experience,Iberia,1,0.69
successful recovery experience,Jetblue Airways,1,0.69
successful recovery experience,Jetstar Pacific,1,0.69
successful recovery experience,Kenya Airways,1,0.69
successful recovery experience,Korean Air,1,0.69
successful recovery experience,Kuwait Airways,1,0.69
successful recovery experience,Malaysia Airlines,1,0.69
successful recovery experience,Norwegian,1,0.69
successful recovery experience,Openskies,1,0.69
successful recovery experience,Porter Airlines,1,0.69
successful recovery experience,Royal Jordanian Airlines,1,0.69
successful recovery experience,Spicejet,1,0.69
successful recovery experience,Spirit,1,0.69
successful recovery experience,Spirit Airlines,1,0.69
successful recovery experience,Srilankan Airlines,1,0.69
successful recovery experience,Surinam Airways,1,0.69
successful recovery experience,Thomas Cook Airlines,1,0.69
successful recovery experience,Thomson Airways,1,0.69
successful recovery experience,Tigerair,1,0.69
successful recovery experience,Virgin America,1,0.69
successful recovery experience,Vueling Airlines,1,0.69
trust / loyalty damage,Spirit Airlines,30,11.95
trust / loyalty damage,Air Canada Rouge,10,3.98
trust / loyalty damage,United Airlines,10,3.98
trust / loyalty damage,Etihad Airways,8,3.19
trust / loyalty damage,Alitalia,7,2.79
trust / loyalty damage,American Airlines,7,2.79
trust / loyalty damage,Frontier Airlines,7,2.79
trust / loyalty damage,Us Airways,7,2.79
trust / loyalty damage,Allegiant Air,5,1.99
trust / loyalty damage,China Eastern Airlines,5,1.99
trust / loyalty damage,Sunwing Airlines,5,1.99
trust / loyalty damage,Austrian Airlines,4,1.59
trust / loyalty damage,Norwegian,4,1.59
trust / loyalty damage,Vueling Airlines,4,1.59
trust / loyalty damage,Air Transat,3,1.2
trust / loyalty damage,Airbaltic,3,1.2
trust / loyalty damage,Brussels Airlines,3,1.2
trust / loyalty damage,Germanwings,3,1.2
trust / loyalty damage,Malaysia Airlines,3,1.2
trust / loyalty damage,Royal Air Maroc,3,1.2
trust / loyalty damage,Southwest Airlines,3,1.2
trust / loyalty damage,Virgin America,3,1.2
trust / loyalty damage,Wizz Air,3,1.2
trust / loyalty damage,Air Canada,2,0.8
trust / loyalty damage,Air Europa,2,0.8
trust / loyalty damage,Air France,2,0.8
trust / loyalty damage,Airasia,2,0.8
trust / loyalty damage,American Eagle,2,0.8
trust / loyalty damage,Ana All Nippon Airways,2,0.8
trust / loyalty damage,Avianca,2,0.8
trust / loyalty damage,Biman Bangladesh,2,0.8
trust / loyalty damage,British Airways,2,0.8
trust / loyalty damage,China Southern Airlines,2,0.8
trust / loyalty damage,Delta Air Lines,2,0.8
trust / loyalty damage,Emirates,2,0.8
trust / loyalty damage,Ethiopian Airlines,2,0.8
trust / loyalty damage,Flybe,2,0.8
trust / loyalty damage,Jet Airways,2,0.8
trust / loyalty damage,Korean Air,2,0.8
trust / loyalty damage,Kuwait Airways,2,0.8
trust / loyalty damage,Lan Airlines,2,0.8
trust / loyalty damage,Meridiana,2,0.8
trust / loyalty damage,Monarch Airlines,2,0.8
trust / loyalty damage,Royal Brunei Airlines,2,0.8
trust / loyalty damage,Saudi Arabian Airlines,2,0.8
trust / loyalty damage,Sun Country Airlines,2,0.8
trust / loyalty damage,Swiss International Air Lines,2,0.8
trust / loyalty damage,Tap Portugal,2,0.8
trust / loyalty damage,Thomas Cook Airlines,2,0.8
trust / loyalty damage,Tigerair,2,0.8
trust / loyalty damage,Vietnam Airlines,2,0.8
trust / loyalty damage,Virgin Australia,2,0.8
trust / loyalty damage,Aegean Airlines,1,0.4
trust / loyalty damage,Aer Lingus,1,0.4
trust / loyalty damage,Aeroflot Russian Airlines,1,0.4
trust / loyalty damage,Aerolineas Argentinas,1,0.4
trust / loyalty damage,Air Algerie,1,0.4
trust / loyalty damage,Air Berlin,1,0.4
trust / loyalty damage,Air India,1,0.4
trust / loyalty damage,Air Mauritius,1,0.4
trust / loyalty damage,Air Tahiti Nui,1,0.4
trust / loyalty damage,Airasia Zest,1,0.4
trust / loyalty damage,Alaska Airlines,1,0.4
trust / loyalty damage,Canjet Airlines,1,0.4
trust / loyalty damage,Cebu Pacific,1,0.4
trust / loyalty damage,China Airlines,1,0.4
trust / loyalty damage,Cityjet,1,0.4
trust / loyalty damage,Condor Airlines,1,0.4
trust / loyalty damage,Continental Airlines,1,0.4
trust / loyalty damage,Csa Czech Airlines,1,0.4
trust / loyalty damage,Darwin,1,0.4
trust / loyalty damage,Dragonair,1,0.4
trust / loyalty damage,Easyjet,1,0.4
trust / loyalty damage,El Al Israel Airlines,1,0.4
trust / loyalty damage,Free Bird,1,0.4
trust / loyalty damage,Hainan Airlines,1,0.4
trust / loyalty damage,Hawaiian Airlines,1,0.4
trust / loyalty damage,Iberia,1,0.4
trust / loyalty damage,Icelandair,1,0.4
trust / loyalty damage,Iran Air,1,0.4
trust / loyalty damage,Japan Airlines,1,0.4
trust / loyalty damage,Jetstar Airways,1,0.4
trust / loyalty damage,Karthago Airlines,1,0.4
trust / loyalty damage,Kenya Airways,1,0.4
trust / loyalty damage,Liat,1,0.4
trust / loyalty damage,Lion Air,1,0.4
trust / loyalty damage,Lot Polish Airlines,1,0.4
trust / loyalty damage,Mokulele Airlines,1,0.4
trust / loyalty damage,Olympic Air,1,0.4
trust / loyalty damage,Oman Air,1,0.4
trust / loyalty damage,Pegasus Airlines,1,0.4
trust / loyalty damage,Philippine Airlines,1,0.4
trust / loyalty damage,Porter Airlines,1,0.4
trust / loyalty damage,Royal Jordanian Airlines,1,0.4
trust / loyalty damage,Ryanair,1,0.4
trust / loyalty damage,Sas Scandinavian Airlines,1,0.4
trust / loyalty damage,Sata Air Azores,1,0.4
trust / loyalty damage,Singapore Airlines,1,0.4
trust / loyalty damage,Smartwings,1,0.4
trust / loyalty damage,South African Airways,1,0.4
trust / loyalty damage,Tam Airlines,1,0.4
trust / loyalty damage,Thai Airways,1,0.4
trust / loyalty damage,Thomson Airways,1,0.4
trust / loyalty damage,Turkish Airlines,1,0.4
trust / loyalty damage,Virgin Atlantic Airways,1,0.4
